113	432	1
396	35	1
289	350	1
71	308	1
445	525	1
404	342	1
511	549	1
10	424	1
42	569	1
366	361	1
362	471	1
125	574	1
280	471	1
482	572	1
174	376	1
346	442	1
203	200	1
568	246	1
511	257	1
499	458	1
422	529	1
519	248	1
151	231	1
530	472	1
6	297	1
319	225	1
319	58	1
206	202	1
80	545	1
460	349	1
196	261	1
269	464	1
472	27	1
435	184	1
271	218	1
577	236	1
457	172	1
186	245	1
196	423	1
22	455	1
511	430	1
25	137	1
422	368	1
171	519	1
513	561	1
142	146	1
473	379	1
491	488	1
269	433	1
25	289	1
71	491	1
287	170	1
545	451	1
217	558	1
81	2	1
436	84	1
527	515	1
186	180	1
411	420	1
37	12	1
186	438	1
136	348	1
33	403	1
491	8	1
125	141	1
209	304	1
488	160	1
25	265	1
499	394	1
10	42	1
382	9	1
18	219	1
270	497	1
522	450	1
117	35	1
136	540	1
316	142	1
45	11	1
88	415	1
489	499	1
568	344	1
289	110	1
386	395	1
457	27	1
18	144	1
457	557	1
256	68	1
473	364	1
518	412	1
299	467	1
17	164	1
392	553	1
404	224	1
125	377	1
105	252	1
136	55	1
45	404	1
488	533	1
325	353	1
17	505	1
488	124	1
105	31	1
61	206	1
488	15	1
530	543	1
220	281	1
155	259	1
155	93	1
55	318	1
523	79	1
88	144	1
171	195	1
548	421	1
426	468	1
488	352	1
386	477	1
479	395	1
120	10	1
460	405	1
442	191	1
488	249	1
310	453	1
88	501	1
196	16	1
431	198	1
511	462	1
33	443	1
19	397	1
567	380	1
289	207	1
573	327	1
55	544	1
404	538	1
442	217	1
511	115	1
522	33	1
503	23	1
269	490	1
396	52	1
263	534	1
18	56	1
397	526	1
125	236	1
346	365	1
511	461	1
345	297	1
117	140	1
574	528	1
203	40	1
5	234	1
196	83	1
436	128	1
271	125	1
386	185	1
112	198	1
274	145	1
511	168	1
227	520	1
274	139	1
10	50	1
77	456	1
457	464	1
310	449	1
382	312	1
271	159	1
503	522	1
141	258	1
491	354	1
140	307	1
45	529	1
45	133	1
73	186	1
289	470	1
401	214	1
201	553	1
319	46	1
345	377	1
120	322	1
24	237	1
220	321	1
125	65	1
444	429	1
401	332	1
136	457	1
191	266	1
548	277	1
503	373	1
548	504	1
419	35	1
401	553	1
233	263	1
243	353	1
233	426	1
444	102	1
404	498	1
404	403	1
555	130	1
527	378	1
419	307	1
35	209	1
125	297	1
554	104	1
299	343	1
322	378	1
491	161	1
548	491	1
386	28	1
71	262	1
186	390	1
476	115	1
538	70	1
136	112	1
532	486	1
298	315	1
